node_id,node_type,name,class,sentience_level,role_type,event_type,artifact_type,org_type,status,source
EVENT:DRUNK_ROCKER_RIOT,EVENT,Drunk rocker riot,,,,INCIDENT,,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
EVENT:MYSTERIOUS_BLACKOUT,EVENT,Mysterious blackout,,,,INCIDENT,,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ENTITY:RAZOR_JULES,ENTITY,Razor Jules,PERSON,,,,,,ACTIVE,DERIVED:[NPC_DIRECTORY]
ENTITY:DOGTOWN_RINA,ENTITY,Dogtown Rina,PERSON,,,,,,ACTIVE,DERIVED:[NPC_DIRECTORY]
ENTITY:MAMA_TRAUMA,ENTITY,Mama Trauma,PERSON,,,,,,ACTIVE,DERIVED:[NPC_DIRECTORY]
ENTITY:DETECTIVE_KEANE,ENTITY,Detective Keane,PERSON,,,,,,ACTIVE,DERIVED:[NPC_DIRECTORY]
ENTITY:KING_ZERO,ENTITY,King Zero,PERSON,,,,,,ACTIVE,DERIVED:[NPC_DIRECTORY]
ENTITY:DR_MALHOTRA,ENTITY,Dr. Malhotra,PERSON,,,,,,ACTIVE,DERIVED:[NPC_DIRECTORY]
ENTITY:DELPHI,ENTITY,Delphi,AI,,,,,,ACTIVE,DERIVED:[NPC_DIRECTORY]
ENTITY:LOCKJAW,ENTITY,Lockjaw,PERSON,,,,,,ACTIVE,DERIVED:[NPC_DIRECTORY]
ENTITY:NURSE_BONES,ENTITY,Nurse Bones,PERSON,,,,,,ACTIVE,DERIVED:[NPC_DIRECTORY]
ENTITY:ALDECALDO_JOE,ENTITY,Aldecaldo Joe,PERSON/NOMAD,,,,,,ACTIVE,DERIVED:[NPC_DIRECTORY]
ENTITY:IRON_WILL,ENTITY,Iron Will,PERSON/SOLO,,,,,,ACTIVE,DERIVED:[NPC_DIRECTORY]
ENTITY:GRINDER,ENTITY,Grinder,PERSON,,,,,,ACTIVE,DERIVED:[NPC_DIRECTORY]
EVENT:NOMAD_PACK_CAMP,EVENT,Nomad Pack Camp,,,,INCIDENT,,,ACTIVE,"Alternate-Reality-Media-Junkie-2-Final-Cut.pdf p.17-18, 20, 31-34, 35-39, 40-43 [oai_citation:0‡Alternate-Reality-Media-Junkie-2-Final-Cut.pdf](file-service://file-SrCJTkHhewci71TnMrrhDH) [oai_citation:1‡Alternate-Reality-Media-Junkie-2-Final-Cut.pdf](file-service://file-D8a9DGV1Uf26vPiv9G7gva) [oai_citation:2‡Alternate-Reality-Media-Junkie-2-Final-Cut.pdf](file-service://file-D8a9DGV1Uf26vPiv9G7gva) [oai_citation:3‡Alternate-Reality-Media-Junkie-2-Final-Cut.pdf](file-service://file-SrCJTkHhewci71TnMrrhDH)"
EVENT:GANG_HARASSMENT_OF_MIGRANT_GROUP,EVENT,Gang Harassment of Migrant Group,,,,INCIDENT,,,ACTIVE,Cyberpunk-2020-CP3221-Home-of-the-Brave-pdf.pdf p.36-37 [oai_citation:4‡Cyberpunk-2020-CP3221-Home-of-the-Brave-pdf.pdf](file-service://file-BD6TS1rKBLdN59Pf5Nd5m6) [oai_citation:5‡Cyberpunk-2020-CP3221-Home-of-the-Brave-pdf.pdf](file-service://file-396ufjwAWXneaSQcDwdVom)
EVENT:EMERGENCY_RELOCATION_CAMP_RIOT,EVENT,Emergency Relocation Camp Riot,,,,INCIDENT,,,ACTIVE,Cyberpunk-2020-CP3221-Home-of-the-Brave-pdf.pdf p.36-37 [oai_citation:6‡Cyberpunk-2020-CP3221-Home-of-the-Brave-pdf.pdf](file-service://file-BD6TS1rKBLdN59Pf5Nd5m6) [oai_citation:7‡Cyberpunk-2020-CP3221-Home-of-the-Brave-pdf.pdf](file-service://file-396ufjwAWXneaSQcDwdVom)
EVENT:EARTHQUAKE_MASS_GRAVE_EVENT,EVENT,Earthquake Mass Grave Event,,,,INCIDENT,,,ACTIVE,Cyberpunk-2020-CP3221-Home-of-the-Brave-pdf.pdf p.36-37 [oai_citation:8‡Cyberpunk-2020-CP3221-Home-of-the-Brave-pdf.pdf](file-service://file-BD6TS1rKBLdN59Pf5Nd5m6) [oai_citation:9‡Cyberpunk-2020-CP3221-Home-of-the-Brave-pdf.pdf](file-service://file-396ufjwAWXneaSQcDwdVom)
EVENT:BARROOM_GAMBLER_HOOK,EVENT,Barroom Gambler Hook,,,,INCIDENT,,,ACTIVE,"Alternate-Reality-Media-Junkie-2-Final-Cut.pdf p.17, 20, 30-34 [oai_citation:10‡Alternate-Reality-Media-Junkie-2-Final-Cut.pdf](file-service://file-D8a9DGV1Uf26vPiv9G7gva) [oai_citation:11‡Alternate-Reality-Media-Junkie-2-Final-Cut.pdf](file-service://file-SrCJTkHhewci71TnMrrhDH)"
EVENT:CARNIVAL_GROUNDS_SHOWDOWN,EVENT,Carnival Grounds Showdown,,,,INCIDENT,,,ACTIVE,Alternate-Reality-Media-Junkie-2-Final-Cut.pdf p.29-34 [oai_citation:12‡Alternate-Reality-Media-Junkie-2-Final-Cut.pdf](file-service://file-D8a9DGV1Uf26vPiv9G7gva) [oai_citation:13‡Alternate-Reality-Media-Junkie-2-Final-Cut.pdf](file-service://file-6NMFUSC62QRn35HMuQPtcu)
EVENT:SEWERS:_MONSTER_HUNT,EVENT,Sewers: Monster Hunt,,,,INCIDENT,,,ACTIVE,Alternate-Reality-Media-Junkie-2-Final-Cut.pdf p.35-39 [oai_citation:14‡Alternate-Reality-Media-Junkie-2-Final-Cut.pdf](file-service://file-D8a9DGV1Uf26vPiv9G7gva) [oai_citation:15‡Alternate-Reality-Media-Junkie-2-Final-Cut.pdf](file-service://file-6NMFUSC62QRn35HMuQPtcu)
EVENT:HIGHWAY_TRAVELER_STOP,EVENT,Highway Traveler Stop,,,,INCIDENT,,,ACTIVE,"[TBD]（Neo-Tribes, not included in snippet—request for full table if needed）"
EVENT:NOMAD_AMBUSH,EVENT,Nomad Ambush,,,,,,,,
EVENT:ROGUE_AI_DRONE,EVENT,Rogue AI Drone,,,,,,,,
EVENT:TOXIC_DUMP_DISCOVERY,EVENT,Toxic Dump Discovery,,,,,,,,
EVENT:WILDERNESS_STANDOFF,EVENT,Wilderness Standoff,,,,,,,,
EVENT:OUTLAND_TRADE_MEET,EVENT,Outland Trade Meet,,,,,,,,
EVENT:BORDER_PATROL,EVENT,Border Patrol,,,,,,,,
EVENT:NATURAL_HAZARD,EVENT,Natural Hazard,,,,,,,,
EVENT:WANDERING_CORP_SCOUT,EVENT,Wandering Corp Scout,,,,,,,,
EVENT:REFUGEE_CONVOY,EVENT,Refugee Convoy,,,,,,,,
EVENT:HIDDEN_ENCLAVE,EVENT,Hidden Enclave,,,,,,,,
EVENT:SMUGGLERS_CACHE,EVENT,Smuggler’s Cache,,,,,,,,
EVENT:NOMAD_AMBUSH_0,EVENT,Nomad Ambush,,,,INCIDENT,,,ACTIVE,
EVENT:ROGUE_AI_DRONE_1,EVENT,Rogue AI Drone,,,,INCIDENT,,,ACTIVE,
EVENT:TOXIC_DUMP_DISCOVERY_2,EVENT,Toxic Dump Discovery,,,,INCIDENT,,,ACTIVE,
EVENT:WILDERNESS_STANDOFF_3,EVENT,Wilderness Standoff,,,,INCIDENT,,,ACTIVE,
EVENT:OUTLAND_TRADE_MEET_4,EVENT,Outland Trade Meet,,,,INCIDENT,,,ACTIVE,
EVENT:BORDER_PATROL_5,EVENT,Border Patrol,,,,INCIDENT,,,ACTIVE,
EVENT:NATURAL_HAZARD_6,EVENT,Natural Hazard,,,,INCIDENT,,,ACTIVE,
EVENT:WANDERING_CORP_SCOUT_7,EVENT,Wandering Corp Scout,,,,INCIDENT,,,ACTIVE,
EVENT:REFUGEE_CONVOY_8,EVENT,Refugee Convoy,,,,INCIDENT,,,ACTIVE,
EVENT:HIDDEN_ENCLAVE_9,EVENT,Hidden Enclave,,,,INCIDENT,,,ACTIVE,
EVENT:SMUGGLERS_CACHE_10,EVENT,Smuggler’s Cache,,,,INCIDENT,,,ACTIVE,
EVENT:FIRST_CORPORATE_WAR,EVENT,First Corporate War,,,,INCIDENT,,,ACTIVE,
EVENT:SECOND_CORPORATE_WAR_SOUTH_CHINA_SEA_WAR,EVENT,Second Corporate War (South China Sea War),,,,WAR,,,ACTIVE,
EVENT:THIRD_CORPORATE_WAR_NETWAR,EVENT,Third Corporate War (Netwar),,,,WAR,,,ACTIVE,
EVENT:FOURTH_CORPORATE_WAR_OTECCINO,EVENT,Fourth Corporate War (OTEC/CINO),,,,INCIDENT,,,ACTIVE,
EVENT:DATAKRASH,EVENT,DataKrash,,,,INCIDENT,,,ACTIVE,
EVENT:DOUBLE-CROSSED_BY_FIXER_0,EVENT,Double-Crossed by Fixer,,,,STORY_HOOK,,,ACTIVE,
EVENT:LOST_CARGO_1,EVENT,Lost Cargo,,,,STORY_HOOK,,,ACTIVE,
EVENT:BAD_CHROME_BATCH_2,EVENT,Bad Chrome Batch,,,,STORY_HOOK,,,ACTIVE,
EVENT:FRAME-UP_3,EVENT,Frame-Up,,,,STORY_HOOK,,,ACTIVE,
EVENT:GANG_WAR_ERUPTS_4,EVENT,Gang War Erupts,,,,STORY_HOOK,,,ACTIVE,
PLACE:MAXIMUM_UNREPORTED_CASH_DEPOSIT_0,PLACE,Maximum unreported cash deposit,,,,,,,ACTIVE, [oai_citation:0‡Cyberpunk-2020-Wild-Side.pdf](file-service://file-1ZADumZvmpKYRqpWxZMBTm)
PLACE:BARTER_TRADE_VALUE_1,PLACE,Barter trade value,,,,,,,ACTIVE, [oai_citation:1‡Cyberpunk-2020-Wild-Side.pdf](file-service://file-1ZADumZvmpKYRqpWxZMBTm)
PLACE:AGORAS_GOLD_EXCHANGE_2,PLACE,Agoras gold exchange,,,,,,,ACTIVE, [oai_citation:2‡Cyberpunk-2020-Wild-Side.pdf](file-service://file-C7pii51TXZSz9XBkhGaV1Q)
PLACE:CORPORATE_SCRIP_CORPSCRIP_3,PLACE,Corporate scrip (CorpScrip),,,,,,,ACTIVE, [oai_citation:3‡Cyberpunk-2020-Wild-Side.pdf](file-service://file-1ZADumZvmpKYRqpWxZMBTm)
PLACE:CASH_VS_ELECTRONIC_FUNDS_4,PLACE,Cash vs. electronic funds,,,,,,,ACTIVE, [oai_citation:4‡Cyberpunk-2020-Wild-Side.pdf](file-service://file-1ZADumZvmpKYRqpWxZMBTm)
PLACE:LABOR_RATE_FOR_REPAIR_5,PLACE,Labor rate for repair,,,,,,,ACTIVE, [oai_citation:5‡Cyberpunk-2020-CP3511-Chromebook-3-4-Official.pdf](file-service://file-VNsnXWnMmLgKp34JERCrkh)
PLACE:PARTS_COST:_MINOR_MALFUNCTION_REPAIR_6,PLACE,Parts cost: minor malfunction (repair),,,,,,,ACTIVE, [oai_citation:6‡Cyberpunk-2020-CP3511-Chromebook-3-4-Official.pdf](file-service://file-1zcemsVMpPsBXG5hEWUZ97)
PLACE:PARTS_COST:_MAJOR_MALFUNCTION_REPAIR_7,PLACE,Parts cost: major malfunction (repair),,,,,,,ACTIVE, [oai_citation:7‡Cyberpunk-2020-CP3511-Chromebook-3-4-Official.pdf](file-service://file-1zcemsVMpPsBXG5hEWUZ97)
PLACE:PARTS_COST:_CATASTROPHIC_FAILURE_REPAIR_8,PLACE,Parts cost: catastrophic failure (repair),,,,,,,ACTIVE, [oai_citation:8‡Cyberpunk-2020-CP3511-Chromebook-3-4-Official.pdf](file-service://file-1zcemsVMpPsBXG5hEWUZ97)
PLACE:ROUTINE_ANNUAL_MAINTENANCE_COST_9,PLACE,Routine annual maintenance cost,,,,,,,ACTIVE, [oai_citation:9‡Cyberpunk-2020-CP3511-Chromebook-3-4-Official.pdf](file-service://file-1zcemsVMpPsBXG5hEWUZ97)
PLACE:PRODUCE_DESTRUCTION_CONTRACT_10,PLACE,Produce destruction contract,,,,,,,ACTIVE, [oai_citation:10‡Cyberpunk-2020-Wild-Side.pdf](file-service://file-C7pii51TXZSz9XBkhGaV1Q)
PLACE:AGRICULTURAL_PRODUCE_11,PLACE,Agricultural produce,,,,,,,ACTIVE, [oai_citation:11‡Cyberpunk-2020-CP3221-Home-of-the-Brave-pdf.pdf](file-service://file-BD6TS1rKBLdN59Pf5Nd5m6)
PLACE:OUTDOOR_RECREATION_ACCESS_CORPORATE_ANNEX_12,PLACE,Outdoor recreation access (corporate annex),,,,,,,ACTIVE, [oai_citation:12‡Cyberpunk-2020-CP3221-Home-of-the-Brave-pdf.pdf](file-service://file-BD6TS1rKBLdN59Pf5Nd5m6)
PLACE:BLACKGRAY_MARKET_SHARE_OF_GNP_13,PLACE,Black/gray market share of GNP,,,,,,,ACTIVE, [oai_citation:13‡Cyberpunk-2020-CP3221-Home-of-the-Brave-pdf.pdf](file-service://file-BD6TS1rKBLdN59Pf5Nd5m6)
PLACE:MANUFACTURING:_CUSTOM_GOODS_CADCAM_14,PLACE,Manufacturing: custom goods (CAD/CAM),,,,,,,ACTIVE, [oai_citation:14‡Cyberpunk-2020-CP3221-Home-of-the-Brave-pdf.pdf](file-service://file-BD6TS1rKBLdN59Pf5Nd5m6)
PLACE:VEHICLEGEAR_PRICE_SAMPLE_SEE_CHROMEBOOKS_15,PLACE,Vehicle/gear price sample (see Chromebooks),,,,,,,ACTIVE, [oai_citation:15‡Cyberpunk-2020-CP3511-Chromebook-3-4-Official.pdf](file-service://file-1zcemsVMpPsBXG5hEWUZ97) [oai_citation:16‡Cyberpunk-2020-CP3511-Chromebook-3-4-Official.pdf](file-service://file-VNsnXWnMmLgKp34JERCrkh) [oai_citation:17‡Cyberpunk-2020-CP3511-Chromebook-3-4-Official.pdf](file-service://file-VNsnXWnMmLgKp34JERCrkh) [oai_citation:18‡Cyberpunk-2020-CP3511-Chromebook-3-4-Official.pdf](file-service://file-VNsnXWnMmLgKp34JERCrkh)
EVENT:MAXIMUM_UNREPORTED_CASH_DEPOSIT,EVENT,Maximum unreported cash deposit,,,,,,,,
EVENT:BARTER_TRADE_VALUE,EVENT,Barter trade value,,,,,,,,
EVENT:AGORAS_GOLD_EXCHANGE,EVENT,Agoras gold exchange,,,,,,,,
EVENT:CORPORATE_SCRIP_CORPSCRIP,EVENT,Corporate scrip (CorpScrip),,,,,,,,
EVENT:CASH_VS_ELECTRONIC_FUNDS,EVENT,Cash vs. electronic funds,,,,,,,,
EVENT:LABOR_RATE_FOR_REPAIR,EVENT,Labor rate for repair,,,,,,,,
EVENT:PARTS_COST:_MINOR_MALFUNCTION_REPAIR,EVENT,Parts cost: minor malfunction (repair),,,,,,,,
EVENT:PARTS_COST:_MAJOR_MALFUNCTION_REPAIR,EVENT,Parts cost: major malfunction (repair),,,,,,,,
EVENT:PARTS_COST:_CATASTROPHIC_FAILURE_REPAIR,EVENT,Parts cost: catastrophic failure (repair),,,,,,,,
EVENT:ROUTINE_ANNUAL_MAINTENANCE_COST,EVENT,Routine annual maintenance cost,,,,,,,,
EVENT:PRODUCE_DESTRUCTION_CONTRACT,EVENT,Produce destruction contract,,,,,,,,
EVENT:AGRICULTURAL_PRODUCE,EVENT,Agricultural produce,,,,,,,,
EVENT:OUTDOOR_RECREATION_ACCESS_CORPORATE_ANNEX,EVENT,Outdoor recreation access (corporate annex),,,,,,,,
EVENT:BLACKGRAY_MARKET_SHARE_OF_GNP,EVENT,Black/gray market share of GNP,,,,,,,,
EVENT:MANUFACTURING:_CUSTOM_GOODS_CADCAM,EVENT,Manufacturing: custom goods (CAD/CAM),,,,,,,,
EVENT:VEHICLEGEAR_PRICE_SAMPLE_SEE_CHROMEBOOKS,EVENT,Vehicle/gear price sample (see Chromebooks),,,,,,,,
PLACE:ARASAKA_DATA_VAULT,PLACE,Arasaka Data Vault,,,,,,,ACTIVE,"Core Rulebook p.120–122, CyberGeneration Virtual Front p.44–45"
PLACE:CITYNET_TRAFFIC_GRID,PLACE,CityNet Traffic Grid,,,,,,,ACTIVE,"Core Rulebook p.121, Virtual Front p.15"
PLACE:BIOTECHNICA_RD_FORTRESS,PLACE,Biotechnica R&D Fortress,,,,,,,ACTIVE,"CyberGeneration Virtual Front p.16, 46"
PLACE:NIGHT_CITY_PUBLIC_DATA_FORT,PLACE,Night City Public Data Fort,,,,,,,ACTIVE,"Core Rulebook p.121, CyberGeneration Virtual Front p.14"
PLACE:NETWATCH_ENFORCEMENT_FORT,PLACE,Netwatch Enforcement Fort,,,,,,,ACTIVE,"Core Rulebook p.122, CyberGeneration Virtual Front p.47"
EVENT:GLITCH_OPTIC_SUITE_VISUAL_STATIC,EVENT,Visual static (Optic Suite),,,,INCIDENT,,,ACTIVE,Chromebook 1
EVENT:GLITCH_REFLEX_BOOSTER_SHORT_CIRCUIT,EVENT,Short circuit (Reflex Booster),,,,INCIDENT,,,ACTIVE,Chromebook 2
EVENT:GLITCH_CYBERAUDIO_JAMMED,EVENT,Jammed (Cyberaudio),,,,INCIDENT,,,ACTIVE,Chromebook 2
EVENT:GLITCH_NANOARM_MOTOR_FAULT,EVENT,Motor fault (NanoArm),,,,INCIDENT,,,ACTIVE,Chromebook 3+4
EVENT:GLITCH_NEURAL_PROCESSOR_BUFFER_OVERFLOW,EVENT,Buffer overflow (Neural Processor),,,,INCIDENT,,,ACTIVE,Core
EVENT:GLITCH_PAIN_EDITOR_GLITCH_LOOP,EVENT,Glitch loop (Pain Editor),,,,INCIDENT,,,ACTIVE,Chromebook 3+4
EVENT:GLITCH_CYBERLEG_HYDRAULIC_LEAK,EVENT,Hydraulic leak (Cyberleg),,,,INCIDENT,,,ACTIVE,Chromebook 2
EVENT:GLITCH_DERMAL_PLATING_SIGNAL_INTERFERENCE,EVENT,Signal interference (Dermal Plating),,,,INCIDENT,,,ACTIVE,Chromebook 1
EVENT:GLITCH_CYBERFINGERS_SERVO_MISFIRE,EVENT,Servo misfire (Cyberfingers),,,,INCIDENT,,,ACTIVE,Chromebook 1
EVENT:GLITCH_AUDIO_VOX_VOICE_CRACKLE,EVENT,Voice crackle (Audio Vox),,,,INCIDENT,,,ACTIVE,Chromebook 2
EVENT:GLITCH_DATACHIP_SLOT_LOCKUP,EVENT,Lockup (Datachip Slot),,,,INCIDENT,,,ACTIVE,Core
EVENT:GLITCH_TARGETING_SCOPE_FUZZY_TARGET_LOCK,EVENT,Fuzzy target lock (Targeting Scope),,,,INCIDENT,,,ACTIVE,Core
ARTIFACT:BLOOD_SUBSTITUTE,ARTIFACT,Blood Substitute,,,,,GEAR,,ACTIVE,"Chromebook 3, p.6"
ARTIFACT:RAPIDETOX,ARTIFACT,RapiDetox,,,,,GEAR,,ACTIVE,"Chromebook 3, p.6"
ARTIFACT:AUTOMED_SPRAYBANDAGE,ARTIFACT,AutoMed SprayBandage,,,,,GEAR,,ACTIVE,"Chromebook 4, p.19"
ARTIFACT:MINI_MEDKIT,ARTIFACT,Mini Medkit,,,,,GEAR,,ACTIVE,"Core Rulebook, p.78"
ARTIFACT:MEDTECH_TRAUMA_PACK,ARTIFACT,Medtech Trauma Pack,,,,,GEAR,,ACTIVE,"Chromebook 1, p.15"
ARTIFACT:PATCHBANDAGE_QUICK_FIX,ARTIFACT,PatchBandage Quick Fix,,,,,GEAR,,ACTIVE,"V3.0 Core, p.194"
ARTIFACT:FLASHPATCH_ADHESIVE_BAND,ARTIFACT,FlashPatch Adhesive Band,,,,,GEAR,,ACTIVE,"V3.0 Core, p.178"
ARTIFACT:DELUXE_MEDKIT_CONSUMABLES,ARTIFACT,Deluxe Medkit (Consumables),,,,,GEAR,,ACTIVE,"Core Rulebook, p.78"
ARTIFACT:NANOSWAB_TOX_TESTER,ARTIFACT,NanoSwab Tox Tester,,,,,GEAR,,ACTIVE,"V3.0 Core, p.178"
ARTIFACT:MEDTECH_STERIGLOVES,ARTIFACT,Medtech SteriGloves,,,,,GEAR,,ACTIVE,"Chromebook 2, p.21"
ARTIFACT:NANOPATCH_ANTIBUG,ARTIFACT,NanoPatch Anti-Bug,,,,,GEAR,,ACTIVE,"V3.0 Core, p.178"
ARTIFACT:NANOMARK_STAIN_TAG,ARTIFACT,NanoMark Stain Tag,,,,,GEAR,,ACTIVE,"V3.0 Core, p.194"
ARTIFACT:STANDARD_MEDKIT_CONSUMABLES,ARTIFACT,Standard Medkit (Consumables),,,,,GEAR,,ACTIVE,"Core Rulebook, p.78"
ARTIFACT:COMBAT_DRUG_KIT,ARTIFACT,Combat Drug Kit,,,,,GEAR,,ACTIVE,"Chromebook 1, p.15"
ARTIFACT:DOCGUARD_TRAUMACARD_BATTERY,ARTIFACT,DocGuard TraumaCard (Battery),,,,,GEAR,,ACTIVE,"V3.0 Core, p.194"
ARTIFACT:FRAG_GRENADE,ARTIFACT,Frag Grenade,,,,,WEAPON,,ACTIVE,Core Rulebook
ARTIFACT:SMOKE_GRENADE,ARTIFACT,Smoke Grenade,,,,,WEAPON,,ACTIVE,Core Rulebook
ARTIFACT:SATCHEL_CHARGE,ARTIFACT,Satchel Charge,,,,,WEAPON,,ACTIVE,Blackhand’s
ARTIFACT:TEAR_GAS_CANISTER,ARTIFACT,Tear Gas Canister,,,,,WEAPON,,ACTIVE,Chromebook 2
ARTIFACT:FLASHBANG,ARTIFACT,Flashbang,,,,,WEAPON,,ACTIVE,Core Rulebook
ARTIFACT:NEURAL_DISRUPTOR_MINE,ARTIFACT,Neural Disruptor Mine,,,,,WEAPON,,ACTIVE,Blackhand’s
ENTITY:CHIEF_EXECUTIVE_OFFICER_CEO_PETROCHEM,ENTITY,Chief Executive Officer (CEO),PERSON,HUMAN,,,,,ACTIVE, [oai_citation:0‡Cyberpunk-2020-Corpbook-III-Petrochem-and-Sovoil.pdf](file-service://file-2wcG7sM4iEt6LmgudkzPKR)
ENTITY:DIRECTOR_OF_OIL_TECHNOLOGIES_BYRON_YUN_PETROCHEM,ENTITY,Director of Oil Technologies (Byron Yun),PERSON,HUMAN,,,,,ACTIVE, [oai_citation:1‡Cyberpunk-2020-Corpbook-III-Petrochem-and-Sovoil.pdf](file-service://file-2wcG7sM4iEt6LmgudkzPKR)
ENTITY:SENIOR_ENGINEER_SDPR_COMMANDER_PETROCHEM,ENTITY,Senior Engineer (SDPR Commander),PERSON,HUMAN,,,,,ACTIVE, [oai_citation:2‡Cyberpunk-2020-Corpbook-III-Petrochem-and-Sovoil.pdf](file-service://file-2wcG7sM4iEt6LmgudkzPKR)
ENTITY:SPECIAL_PROJECTS_DIRECTOR_DR_NILS_ENGELSSON_MILITECH,ENTITY,Special Projects Director (Dr. Nils Engelsson),PERSON,HUMAN,,,,,ACTIVE, [oai_citation:3‡Cyberpunk-2020-Corpbook-II-Lazarus-and-Militech.pdf](file-service://file-RjMtVC5WH3ngRS881TDxms)
ENTITY:SPD_CHIEF_OF_SECURITY_COL_YARI_BOMULO_MILITECH,ENTITY,SPD Chief of Security (Col. Yari Bomulo),PERSON,HUMAN,,,,,ACTIVE, [oai_citation:4‡Cyberpunk-2020-Corpbook-II-Lazarus-and-Militech.pdf](file-service://file-RjMtVC5WH3ngRS881TDxms)
ENTITY:CORPORATE_IMMUNITY_OFFICER_ANY_MEGACORP,ENTITY,Corporate Immunity Officer,PERSON,HUMAN,,,,,ACTIVE, [oai_citation:5‡Cyberpunk-2020-CP3171-Protect-Serve.pdf](file-service://file-Ni9obP9A6HexSHN9XJVjbY)
ENTITY:CORPORATE_SECURITY_CHIEF_ANY_MEGACORP,ENTITY,Corporate Security Chief,PERSON,HUMAN,,,,,ACTIVE, [oai_citation:6‡cyberpunk-2020-solo-of-fortune.pdf](file-service://file-4ktmyTTeG6CSDZYc8RHvpo)
ENTITY:RESEARCHER_SPD_OR_RD_MILITECH_PETROCHEM_ARASAKA,ENTITY,Researcher (SPD or R&D),PERSON,HUMAN,,,,,ACTIVE, [oai_citation:7‡Cyberpunk-2020-Corpbook-II-Lazarus-and-Militech.pdf](file-service://file-RjMtVC5WH3ngRS881TDxms)
ENTITY:ELITE_SPD_SECURITY_TROOPER_MILITECH,ENTITY,Elite SPD Security Trooper,PERSON,HUMAN,,,,,ACTIVE, [oai_citation:8‡Cyberpunk-2020-Corpbook-II-Lazarus-and-Militech.pdf](file-service://file-RjMtVC5WH3ngRS881TDxms)
ENTITY:OIL_RIG_SECURITY_OFFICER_PETROCHEM,ENTITY,Oil Rig Security Officer,PERSON,HUMAN,,,,,ACTIVE, [oai_citation:9‡Cyberpunk-2020-Corpbook-III-Petrochem-and-Sovoil.pdf](file-service://file-2wcG7sM4iEt6LmgudkzPKR)
ENTITY:CORPORATE_FINANCIER_ANY_MEGACORP,ENTITY,Corporate Financier,PERSON,HUMAN,,,,,ACTIVE, [oai_citation:10‡Cyberpunk-2020-CP3291-Listen-Up-You-Primitive-Screwheads-Official.pdf](file-service://file-5DmgkjZLnkTHnPYTn117K6)
ENTITY:INHOUSE_CONSULTANT_ANY_MEGACORP,ENTITY,In-House Consultant,PERSON,HUMAN,,,,,ACTIVE, [oai_citation:11‡Cyberpunk-2020-CP3291-Listen-Up-You-Primitive-Screwheads-Official.pdf](file-service://file-5DmgkjZLnkTHnPYTn117K6)
ENTITY:ENTREPRENEUR_ANYSTARTUP,ENTITY,Entrepreneur,PERSON,HUMAN,,,,,ACTIVE, [oai_citation:12‡Cyberpunk-2020-CP3291-Listen-Up-You-Primitive-Screwheads-Official.pdf](file-service://file-5DmgkjZLnkTHnPYTn117K6)
ARTIFACT:STANDARD_SURGERY_0,ARTIFACT,Standard Surgery,,,,,SERVICE,,ACTIVE,cyberpunk2020_corebook.pdf/94
ARTIFACT:CYBERWARE_INSTALLATION_1,ARTIFACT,Cyberware Installation,,,,,SERVICE,,ACTIVE,cyberpunk2020_corebook.pdf/97
ARTIFACT:UNDERWORLD_CONTACT_FIX_2,ARTIFACT,Underworld Contact Fix,,,,,SERVICE,,ACTIVE,Wildside p. 17
MEDIA_RESOURCE:84D6AB54-B04C-4BC2-ADCF-B0C2C33F92D8,MEDIA_RESOURCE,ACPA Table Note,,,,,,,ACTIVE,DERIVED:[ACPA_TABLE]
ARTIFACT:POCKET_SECRETARY,ARTIFACT,,,,,,,,,CP2020:Core:82
ARTIFACT:PERSONAL_DIARY,ARTIFACT,,,,,,,,,CP2020:Core:82
ARTIFACT:POLAROID_CAMERA,ARTIFACT,,,,,,,,,CP2020:Core:82
ARTIFACT:DIGITAL_WATCH,ARTIFACT,,,,,,,,,GPT4O-ETL
ARTIFACT:STUN_BATON_OFF,ARTIFACT,,,,,,,,,CP2020:Core:83
ARTIFACT:ROVER_MINI_VAC,ARTIFACT,,,,,,,,,CP2020:Chromebook2:12
ARTIFACT:LUMOS_EMERGENCY_LANTERN,ARTIFACT,,,,,,,,,CP2020:Chromebook2:18
ARTIFACT:AQUASCAN_WATER_PURIFIER,ARTIFACT,,,,,,,,,CP2020:Chromebook2:21
ARTIFACT:C_NET_DIGITAL_NOTEPAD,ARTIFACT,,,,,,,,,CP2020:Chromebook2:16
ARTIFACT:COMSET_PERSONAL_PAGER,ARTIFACT,,,,,,,,,CP2020:Chromebook4:25
ARTIFACT:FLEXFRAME_CARRY_CASE,ARTIFACT,,,,,,,,,CP2020:V3Core:194
ARTIFACT:CHILLPACK_FOOD_COOLER,ARTIFACT,,,,,,,,,CP2020:V3Core:190
ARTIFACT:QUICKDRAPE_PRIVACY_SHEET,ARTIFACT,,,,,,,,,CP2020:V3Core:195
ARTIFACT:SNAPMESH_UTILITY_NET,ARTIFACT,,,,,,,,,CP2020:V3Core:195
ARTIFACT:SNAPBITE_CUTLERY_SET,ARTIFACT,,,,,,,,,CP2020:V3Core:195
ARTIFACT:CLEANFOAM_INSTASOAP,ARTIFACT,,,,,,,,,CP2020:V3Core:195
ARTIFACT:NANODRY_LAPTOP_SLEEVE,ARTIFACT,,,,,,,,,CP2020:V3Core:113
